hs10,hs6,품목명,상위설명,영문품목명
8466939000,846693,기타,제8456호부터 제8465호까지의 기계에 전용되거나 주로 사용되는 부분품과 부속품[가공물홀더ㆍ툴홀더(tool holder)ㆍ자동개폐식 다이헤드(diehead)ㆍ분할대와 그 밖의 기계용 특수 부착물을 포함한다]과 수지식 공구에 사용되는 각종 툴홀더(tool holder) > 기타 > 제8456호부터 제8461호까지의 기계용,Other
8466940000,846694,제8462호나 제8463호의 기계용,제8456호부터 제8465호까지의 기계에 전용되거나 주로 사용되는 부분품과 부속품[가공물홀더ㆍ툴홀더(tool holder)ㆍ자동개폐식 다이헤드(diehead)ㆍ분할대와 그 밖의 기계용 특수 부착물을 포함한다]과 수지식 공구에 사용되는 각종 툴홀더(tool holder) > 기타,For machines of heading 84.62 or 84.63
8467111000,846711,착암기,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 압축공기식의 것 > 회전방식의 것(회전 진동자가 결합된 것을 포함한다)",Rock drillers
8467112000,846711,스크루 드라이버,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 압축공기식의 것 > 회전방식의 것(회전 진동자가 결합된 것을 포함한다)",Screw drivers
8467113000,846711,그라인더,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 압축공기식의 것 > 회전방식의 것(회전 진동자가 결합된 것을 포함한다)",Grinders
8467114000,846711,임팩트 렌치,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 압축공기식의 것 > 회전방식의 것(회전 진동자가 결합된 것을 포함한다)",Impact wrench
8467115000,846711,드릴,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 압축공기식의 것 > 회전방식의 것(회전 진동자가 결합된 것을 포함한다)",Drill
8467119000,846711,기타,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 압축공기식의 것 > 회전방식의 것(회전 진동자가 결합된 것을 포함한다)",Other
8467191000,846719,착암기,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 압축공기식의 것 > 기타",Rock drillers
8467199000,846719,기타,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 압축공기식의 것 > 기타",Other
8467210000,846721,각종 드릴,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 전동기를 갖춘 것",Drills of all kinds
8467220000,846722,톱,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 전동기를 갖춘 것",Saws
8467290000,846729,기타,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 전동기를 갖춘 것",Other
8467810000,846781,체인톱,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 그 밖의 공구",Chain saws
8467891010,846789,"소호 제8430.49호, 제8479.10호의 것","수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 그 밖의 공구 > 기타 > 유압식",Of subheading 8430.49 or 8479.10
8467891020,846789,"제8479.89-9010호, 제8479.89-9030호, 제8479.89-9091호의 것","수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 그 밖의 공구 > 기타 > 유압식","Of HSK 8479.89-9010, 8479.89-9030 or 8479.89-9091"
8467891090,846789,기타,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 그 밖의 공구 > 기타 > 유압식",Other
8467899000,846789,기타,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 그 밖의 공구 > 기타",Other
8467910000,846791,체인톱의 것,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 부분품",Of chain saws
8467920000,846792,압축공기식 공구의 것,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 부분품",Of pneumatic tools
8467990000,846799,기타,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다) > 부분품",Other
8468100000,846810,수지식 취관(吹管),납땜용ㆍ땜질용이나 용접용 기기(절단이 가능한지에 상관없으며 제8515호에 해당하는 것은 제외한다)와 표면 열처리용 기기(가스를 사용하는 것으로 한정한다),Hand-held blow pipes
8468201000,846820,가스 용접기,납땜용ㆍ땜질용이나 용접용 기기(절단이 가능한지에 상관없으며 제8515호에 해당하는 것은 제외한다)와 표면 열처리용 기기(가스를 사용하는 것으로 한정한다) > 가스를 사용하는 그 밖의 기기,Gas welding machines
8468202000,846820,가스 자동절단기,납땜용ㆍ땜질용이나 용접용 기기(절단이 가능한지에 상관없으며 제8515호에 해당하는 것은 제외한다)와 표면 열처리용 기기(가스를 사용하는 것으로 한정한다) > 가스를 사용하는 그 밖의 기기,Gas automatic cutting machines
8468209000,846820,기타,납땜용ㆍ땜질용이나 용접용 기기(절단이 가능한지에 상관없으며 제8515호에 해당하는 것은 제외한다)와 표면 열처리용 기기(가스를 사용하는 것으로 한정한다) > 가스를 사용하는 그 밖의 기기,Other
8468800000,846880,그 밖의 기기,납땜용ㆍ땜질용이나 용접용 기기(절단이 가능한지에 상관없으며 제8515호에 해당하는 것은 제외한다)와 표면 열처리용 기기(가스를 사용하는 것으로 한정한다),Other machinery and apparatus
8468900000,846890,부분품,납땜용ㆍ땜질용이나 용접용 기기(절단이 가능한지에 상관없으며 제8515호에 해당하는 것은 제외한다)와 표면 열처리용 기기(가스를 사용하는 것으로 한정한다),Parts
8470103000,847010,전자계산기,"계산기와 계산 기능을 갖춘 포켓사이즈형 전자수첩, 회계기ㆍ우편요금계기ㆍ표권발행기와 그 밖에 이와 유사한 기계(계산 기구를 갖춘 것으로 한정한다), 금전등록기 > 전자계산기(외부의 전원 공급 없이 작동되는 것으로 한정한다)와 계산 기능을 갖춘 포켓사이즈형 전자수첩",Electronic calculators
8470104000,847010,계산 기능을 갖춘 포켓사이즈형 전자수첩,"계산기와 계산 기능을 갖춘 포켓사이즈형 전자수첩, 회계기ㆍ우편요금계기ㆍ표권발행기와 그 밖에 이와 유사한 기계(계산 기구를 갖춘 것으로 한정한다), 금전등록기 > 전자계산기(외부의 전원 공급 없이 작동되는 것으로 한정한다)와 계산 기능을 갖춘 포켓사이즈형 전자수첩","Pocket-size data recording, reproducing and displaying machines with calculating functions"
8470210000,847021,인쇄 장치를 갖추고 있는 것,"계산기와 계산 기능을 갖춘 포켓사이즈형 전자수첩, 회계기ㆍ우편요금계기ㆍ표권발행기와 그 밖에 이와 유사한 기계(계산 기구를 갖춘 것으로 한정한다), 금전등록기 > 그 밖의 전자계산기",Incorporating a printing device
8470290000,847029,기타,"계산기와 계산 기능을 갖춘 포켓사이즈형 전자수첩, 회계기ㆍ우편요금계기ㆍ표권발행기와 그 밖에 이와 유사한 기계(계산 기구를 갖춘 것으로 한정한다), 금전등록기 > 그 밖의 전자계산기",Other
8470300000,847030,그 밖의 계산기,"계산기와 계산 기능을 갖춘 포켓사이즈형 전자수첩, 회계기ㆍ우편요금계기ㆍ표권발행기와 그 밖에 이와 유사한 기계(계산 기구를 갖춘 것으로 한정한다), 금전등록기",Other calculating machines
8470500000,847050,금전 등록기,"계산기와 계산 기능을 갖춘 포켓사이즈형 전자수첩, 회계기ㆍ우편요금계기ㆍ표권발행기와 그 밖에 이와 유사한 기계(계산 기구를 갖춘 것으로 한정한다), 금전등록기",Cash registers
8470902000,847090,표권 발행기,"계산기와 계산 기능을 갖춘 포켓사이즈형 전자수첩, 회계기ㆍ우편요금계기ㆍ표권발행기와 그 밖에 이와 유사한 기계(계산 기구를 갖춘 것으로 한정한다), 금전등록기 > 기타",Ticket-issuing machines
8470909000,847090,기타,"계산기와 계산 기능을 갖춘 포켓사이즈형 전자수첩, 회계기ㆍ우편요금계기ㆍ표권발행기와 그 밖에 이와 유사한 기계(계산 기구를 갖춘 것으로 한정한다), 금전등록기 > 기타",Other
8471300000,847130,"휴대용 자동자료처리기계(중량이 10킬로그램 이하인 것으로서 적어도 중앙처리장치, 키보드, 디스플레이를 갖추고 있는 것으로 한정한다)","자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다)","Portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display"
8471411000,847141,중앙처리장치의 자료전송량이 64비트 이상인 것으로서 주기억용량이 최소 64메가바이트 이상인 것,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 그 밖의 자동자료처리기계 > 적어도 동일 하우징 속에 중앙처리장치와 입출력장치를 내장한 것(이들이 상호 결합한 것인지에 상관없다)",Those of not less than 64bit in delivering data of CPU and of not less than 64mega byte in capacity of main memory storage
8471412000,847141,중앙처리장치의 자료전송량이 32비트 이상인 것으로서 주기억용량이 최소 16메가바이트 이상인 것,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 그 밖의 자동자료처리기계 > 적어도 동일 하우징 속에 중앙처리장치와 입출력장치를 내장한 것(이들이 상호 결합한 것인지에 상관없다)",Those of not less than 32bit in delivering data of CPU and of not less than 16mega byte in capacity of main memory storage
8471419000,847141,기타,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 그 밖의 자동자료처리기계 > 적어도 동일 하우징 속에 중앙처리장치와 입출력장치를 내장한 것(이들이 상호 결합한 것인지에 상관없다)",Other
8471491010,847149,중앙처리장치의 자료전송량이 64비트 이상인 것으로서 주기억용량이 최소 64메가바이트 이상인 것,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 그 밖의 자동자료처리기계 > 기타(시스템 형태로 제시된 것으로 한정한다) > 처리장치(기억장치, 입력장치, 출력장치 중 한 가지나 두 가지를 동일 하우징 속에 내장한 것도 있다)",Those of not less than 64 bit in delivering data of CPU and of not less than 64 mega byte in capacity of main memory storage
8471491020,847149,중앙처리장치의 자료전송량이 32비트 이상인 것으로서 주기억용량이 최소 16메가바이트 이상인 것,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 그 밖의 자동자료처리기계 > 기타(시스템 형태로 제시된 것으로 한정한다) > 처리장치(기억장치, 입력장치, 출력장치 중 한 가지나 두 가지를 동일 하우징 속에 내장한 것도 있다)",Those of not less than 32 bit in delivering data of CPU and of not less than 16 mega byte in capacity of main memory storage
8471491090,847149,기타,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 그 밖의 자동자료처리기계 > 기타(시스템 형태로 제시된 것으로 한정한다) > 처리장치(기억장치, 입력장치, 출력장치 중 한 가지나 두 가지를 동일 하우징 속에 내장한 것도 있다)",Other
8471499000,847149,기타,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 그 밖의 자동자료처리기계 > 기타(시스템 형태로 제시된 것으로 한정한다)",Other
8471501000,847150,중앙처리장치의 자료전송량이 64비트 이상인 것으로서 주기억용량이 최소 64메가바이트 이상인 것,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 처리장치(소호 제8471.41호나 제8471.49호 외의 것으로서 기억장치ㆍ입력장치ㆍ출력장치 중 한 가지나 두 가지 장치를 동일 하우징 속에 내장한 것인지에 상관없다)",Those of not less than 64 bit in delivering data of CPU and of not less than 64 mega byte in capacity of main memory storage
8471502000,847150,중앙처리장치의 자료전송량이 32비트 이상인 것으로서 주기억용량이 최소 16메가바이트 이상인 것,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 처리장치(소호 제8471.41호나 제8471.49호 외의 것으로서 기억장치ㆍ입력장치ㆍ출력장치 중 한 가지나 두 가지 장치를 동일 하우징 속에 내장한 것인지에 상관없다)",Those of not less than 32 bit in delivering data of CPU and of not less than 16 mega byte in capacity of main memory storage
8471509000,847150,기타,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 처리장치(소호 제8471.41호나 제8471.49호 외의 것으로서 기억장치ㆍ입력장치ㆍ출력장치 중 한 가지나 두 가지 장치를 동일 하우징 속에 내장한 것인지에 상관없다)",Other
8471601010,847160,문자(표식) 판독장치,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 입력장치나 출력장치(동일 하우징 속에 기억장치를 내장하였는지에 상관없다) > 입력장치",Character (mark) readers
8471601020,847160,키 입력장치,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 입력장치나 출력장치(동일 하우징 속에 기억장치를 내장하였는지에 상관없다) > 입력장치",Key entry system
8471601030,847160,마우스,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 입력장치나 출력장치(동일 하우징 속에 기억장치를 내장하였는지에 상관없다) > 입력장치",Mouse
8471601040,847160,스캐너,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 입력장치나 출력장치(동일 하우징 속에 기억장치를 내장하였는지에 상관없다) > 입력장치",Scanners
8471601090,847160,기타,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 입력장치나 출력장치(동일 하우징 속에 기억장치를 내장하였는지에 상관없다) > 입력장치",Other
8471602000,847160,출력장치,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 입력장치나 출력장치(동일 하우징 속에 기억장치를 내장하였는지에 상관없다)",Output units
8471603000,847160,입출력 겸용의 것,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 입력장치나 출력장치(동일 하우징 속에 기억장치를 내장하였는지에 상관없다)",Input and output units
8471701000,847170,주기억장치(램ㆍ롬),"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 기억장치",Main storage units (RAM & ROM)
8471702020,847170,하드 디스크 드라이브,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 기억장치 > 보조기억장치",Hard disk drive
8471702031,847170,씨디(CD) 드라이브,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 기억장치 > 보조기억장치 > 광디스크 드라이브",Compact disc drive
8471702032,847170,디브이디(DVD) 드라이브,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 기억장치 > 보조기억장치 > 광디스크 드라이브",Digital video disc drive
8471702033,847170,블루레이 디스크 드라이브,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 기억장치 > 보조기억장치 > 광디스크 드라이브",Blu-ray disk drive
8471702039,847170,기타,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 기억장치 > 보조기억장치 > 광디스크 드라이브",Other
8471702090,847170,기타,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 기억장치 > 보조기억장치",Other
8471709000,847170,기타,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 기억장치",Other
8471801000,847180,사운드카드,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 그 밖의 자동자료처리기계의 단위 기기",Sound cards
8471802000,847180,비디오 카드,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 그 밖의 자동자료처리기계의 단위 기기",Video cards
8471809000,847180,기타,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다) > 그 밖의 자동자료처리기계의 단위 기기",Other
8471900000,847190,기타,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다)",Other
8472100000,847210,등사기,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)],Duplicating machines
8472300000,847230,"우편물의 분류기ㆍ접음기, 우편물을 봉투나 밴드에 삽입하는 기계, 우편물의 개봉기ㆍ봉함기ㆍ실링기, 우표의 첨부기나 소인기",그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)],"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps"
8472901010,847290,현금자동지불기,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)] > 기타 > 현금자동처리기,Automatic banknote or coin dispensers
8472901020,847290,현금자동입금기,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)] > 기타 > 현금자동처리기,Automatic banknote or coin receiving machines
8472901040,847290,현금자동지불ㆍ입금기,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)] > 기타 > 현금자동처리기,Automatic banknote or coin dispensing and receiving machines
8472901050,847290,주화계수 포장기,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)] > 기타 > 현금자동처리기,Coin-counting or wrapping machines
8472901090,847290,기타,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)] > 기타 > 현금자동처리기,Other
8472902000,847290,등사용이나 인쇄용 자동제판기,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)] > 기타,Automatic sheet making machines for duplicating and printing
8472903000,847290,표권발행기,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)] > 기타,Ticket-issuing machines
8472904000,847290,연필절삭기,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)] > 기타,Pencil-sharpening machines
8472905000,847290,서류절단기,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)] > 기타,Paper shredders
8472909000,847290,기타,그 밖의 사무용 기계[예: 헥토그래프(hectograph)ㆍ스텐실(stencil) 등사기ㆍ주소인쇄기ㆍ현금 자동지불기ㆍ주화분류기ㆍ주화계수기나 주화포장기ㆍ연필깎이ㆍ천공기ㆍ지철기(stapling machine)] > 기타,Other
8473210000,847321,소호 제8470.10호ㆍ제8470.21호ㆍ제8470.29호에 해당하는 전자 계산기의 것,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8470호에 해당하는 기계의 부분품과 부속품,"Of the electronic calculating machines of subheading 8470.10, 8470.21 or 8470.29"
8473291000,847329,소호 제8470.30호의 기계의 것,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8470호에 해당하는 기계의 부분품과 부속품 > 기타,Of machines of subheading 8470.30
8473293000,847329,소호 제8470.50호의 기계의 것,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8470호에 해당하는 기계의 부분품과 부속품 > 기타,Of machines of subheading 8470.50
8473294000,847329,소호 제8470.90호의 기계의 것,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8470호에 해당하는 기계의 부분품과 부속품 > 기타,Of machines of subheading 8470.90
8473301000,847330,자기헤드,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8471호에 해당하는 기계의 부분품과 부속품,Magnetic head
8473302000,847330,주기판(마이크로프로세서 유닛이 장착될 수 있도록 설계제작된 것으로 한정한다),제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8471호에 해당하는 기계의 부분품과 부속품,"Main board, designed to be equipped with microprocessor unit"
8473303000,847330,컴퓨터 케이스,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8471호에 해당하는 기계의 부분품과 부속품,Case for computer
8473304060,847330,디램 모듈,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8471호에 해당하는 기계의 부분품과 부속품 > 카드와 보드,DRAM modules
8473304090,847330,기타,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8471호에 해당하는 기계의 부분품과 부속품 > 카드와 보드,Other
8473309010,847330,컴퓨터용 중앙처리장치로서 제8542호에 분류되지 않는 것,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8471호에 해당하는 기계의 부분품과 부속품 > 기타,"Central processing unit(CPU) for computer, not classified in heading 85.42"
8473309090,847330,기타,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다) > 제8471호에 해당하는 기계의 부분품과 부속품 > 기타,Other
8473400000,847340,제8472호에 해당하는 기계의 부분품과 부속품,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다),Parts and accessories of the machines of heading 84.72
8473500000,847350,제8470호부터 제8472호까지에 해당하는 기계 중에서 두 개 이상의 기계에 공통적으로 사용되는 부분품과 부속품,제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버ㆍ휴대용 케이스와 이와 유사한 물품은 제외한다),Parts and accessories equally suitable for use with machines of two or more of the headings 84.70 to 84.72
